,stopword,rating,sentiment
2308,daftar klik halaman warga negara indonesia klik kolom tuju tombol tuju tutup full gambar nya handphone,1.0,negative
2309,akses nya,1.0,negative
2310,ganti nmr tlfn karba nmr tlfn yg aktif,1.0,negative
2311,tuju syarat,1.0,negative
2312,registrasi,1.0,negative
2313,scroll kbawah updateapkh apk hnya yg android yg aja ap solusi yg android jadulsedangkn kmna mna dhruskan inisungguh kecewa,1.0,negative
2314,slide baca syarat aplikasi buruk buruk buka aplikasi aplikasi nya rusak,1.0,negative
2315,buka,2.0,negative
2316,unduh kartu vaksin,1.0,negative
2317,hape layar kecilusah setting huruf nya nggak hhhmmm,1.0,negative
2318,bs chekout walopun otomatis chek out dlm jam jam chek in nya jd ga muncul hadeuuuhh,2.0,negative
2319,bsa masuk halaman koneksi internet masuk pilih centang tuju tdak bsa masu,1.0,negative
2320,busa buka,1.0,negative
2321,buka aplikasi mentok halaman syarat ketentuansetelah klik ceklis tanda setujuhalaman ubah diam,1.0,negative
2322,hp,1.0,negative
2323,pasuk aplikasi pilih tuju pilih next yg pakai,1.0,negative
2324,registrasi,1.0,negative
2325,vaksin cek aplikasi warna merah komplain cs,1.0,negative
2326,lihat sertifikat,5.0,negative
2327,kompatibel layar hp inch,1.0,negative
2328,buka,1.0,negative
2329,membentu jelek,1.0,negative
2330,memuaskansaya vaksin gak munculsertifikat nya mohon bantu,1.0,negative
2331,terima kode aktifasi daftar no hp email coba puluh kali,1.0,negative
2332,muncul layar berandaaneh banget,3.0,negative
2333,muncul sertifikat,5.0,negative
2334,lihat tombol tuju login,1.0,negative
2335,tidsk bagus vaksin x sertivikat muncul bulak instal pedulilindungi berhadil mohon mudah trimakasih,2.0,negative
2336,tingkat kualitas aplikasi jgn lot tinggal canggih sm aplikasi,4.0,negative
2337,tolong aplikasi nya baharu vaksin sertifikat vaksin,1.0,negative
2338,tolong aplikasi nya dibenerin pas login ga susah,2.0,negative
2339,tolong aplikasi landscap hp ngga konfirmasi krn tombol klik konfirmasi tenggelam tdk klik,1.0,negative
2340,tolong bantu sertifikat vaksin istri hapus tolong timbul nama anita sari,2.0,negative
2341,tolong batu perbaikanya masuk mumcul pedulilindungi henti,1.0,negative
2342,tolong bis ganti yg lahir nya ketik cape ultah nenek sy,1.0,negative
2343,tolong aplikasi inigak sulit masyarakat lahmalah pake capcha capcha taik gak,1.0,negative
2344,tolong daftar mudah warga indonesia negri pasport ktppun terkadang orang bawa kehilnagan bernagkat kerja negri bikin ektp sedng ktp nomor nik daftar keluarga mohon daftar mengunakan nomor pasport terimakasih,1.0,negative
2345,tolong d masuk daftar makasihhh,1.0,negative
2346,tolong benah lgmasak kalah sm negara tetangga malaysiayg simpel apliksiny smua ter update dng cepat klu laku pcrdan klu pergi kmana tinggal scan barcode slesai,2.0,negative
2347,tolong benerin apknya udah klik opsi tuju ngga masuk apknya,1.0,negative
2348,tolong aplikasi masak gk baca tuju sm daftar tolong cepat,3.0,negative
2349,tolong aplikasi kali log in gx tulis pas masuk coba hp hp pas login jaring stabil kenceng internet nya tolong aplikasi,1.0,negative
2350,tolong aplikasi ude ikutin gak login akun,1.0,negative
2351,tolong app nya sya blum bsa masuk menu utama pedulilindungi font sudh tetp blum tap tombol tuju nya,1.0,negative
2352,tolong aplikasinyamasa akun pakai hp logout dulujadi yg vaksin tetep pakai akun milik orang,3.0,negative
2353,tolong aplikasi hp akses masuk klik tuju login ukur layar hp golong kecilterima kasih,3.0,negative
2354,tolong udah email peduli lindung sertifikat vaksin haduh bingung banget udah ngga bingung tolong bantu sertifikat vaksin,2.0,negative
2355,tolong dibenerin sistem install masuk kode verifikasi ga uninstall coba install ulang sertifikat vaksin ga buka suruh input nik input nik tulis input nik aneh banget tolong tingkat wajib install app kualitas error mulu ga kesel,1.0,negative
2356,tolong aplikasi aplikasi sekolah aplikasi proses mentok isi centang nyata tuju terima isi syarat bijak privasi mohon benah sekian terima kasih,1.0,negative
2357,tolong bnyk kendala ni vaksin sertifikat muncul tp warna ubah ber warna merah temen muncul sertifikat nya bewarna kuning tolong arah ny,2.0,negative
2358,tolong sistem muter muter doang gk lihat sertivikat vaksinnyatolong ya,5.0,negative
2359,tolong biar tombol tuju liat kecilin font,4.0,negative
2360,tolong aplikasi publish smartphone kentang masuk aplikasi susah centang tuju syarat susah ampun,1.0,negative
2361,tolong mudah aplikasi peduli lindung tolong aktif hp gak komputer laptop oga pedulilindungiid cek ribetnya ribet banding gmail,5.0,negative
2362,tolong lihat sertifikat gabisa mulu aja banget ni aplikasi,1.0,negative
2363,tolong kt sdh vaksin klaim sertifikat dr aplikasi sdh tp pas scan barcode d mall merah cmn ksh liat sertifikat aja yg sdh d klaim,4.0,negative
2364,tolong min butuh kode verifikasi tolong pgi sampe malam gk masuk,2.0,negative
2365,tolong donk aplikasi nya gak bukacuma sampe perjajian doankukuran huruf nya udah kecilin keciltetap gak,1.0,negative
2366,tolong aplikasi karna syarat mestujinya scrol,1.0,negative
2367,tolong kak cek sertifikat vaksin ayah ulang  ganti akun masukin no nik ttp muncul sertifikat searc ad muncul hasil laku vaksin klik muncul,1.0,negative
2368,tolong sampe syarat bijak privasi aja pulang kampung jgn,1.0,negative
2369,tolong gk lihat sertifikat vaksin,1.0,negative
2370,tolong lbh tingkat sertifikat muncul ya,1.0,negative
2371,tolong no hp daftar udh kali paksin adain login pake nik napa kalah ama gojek login,1.0,negative
2372,tolong perintah kalo bikin aplikasi orang yg bikin yg becus dikit orang ngasih bintang ya iya aplikasi rusak gajelas mohon update yuk yuk,1.0,negative
2373,tolong karna sertivikat vaksin teman teman dapet tolong yak terima kasih,1.0,negative
2374,tolong option checkout hilang sangkut keaadaan checkin checkout imbas checkin,1.0,negative
2375,tolong stuck halaman centang bijak privasi login,1.0,negative
2376,tolong update gabisa login klik tuju gabisa geser kalo aplikasi paksa launching ya mohon mohon solusi,1.0,negative
2377,tolong sistem informasi aplikasi nya benerin pakbuk vaksin aplikasi tera vaksin sertifikat vaksin nya tolong aplikasi nya pakbuk,1.0,negative
2378,tolong solusi sya buka aplikasi scan qr ga buka tuju syarat sja ga dah klik stujutpi ga kbuka jg,1.0,negative
2379,tolong tolong tolong vaksin tpi koookk sertifikat,1.0,negative
2380,tolong bug lokasi jaring bagus lokasi sesuai lokasi gps,3.0,negative
2381,tolong sertifikat knp liat gak padhal nik sesuai tolong,2.0,negative
2382,tolong bikin aplikasi pakai logika isi ttg pake manual mudah zikir suruh skarang ttg mundur cari,1.0,negative
2383,tolong yg layar masuk tombol potong tolong urgent tulis,1.0,negative
2384,tolong min aplikasi gabisa scroll tap tuju gabisa login,1.0,negative
2385,tolong verifikasi gambar captcha nya sulit pilih gambargambarnya coba login berkalikali gagal login kali gagal suruh login besok bodoh aplikasi bodoh,1.0,negative
2386,tombol tuju geser masuk,1.0,negative
2387,tombol aggree nya woyy mentok ga scroll mentangmentang hp gue jadul layar kemanamana pake aplikasi aplikasi bapuk iya ganti hp yg lbh bagus aplikasi doank yg bayarin dinas sosial udah kecilin huruf ga,1.0,negative
2388,tombol tuju tampil ukur huruf diperkeciltolong kah,1.0,negative
2389,tombol tuju nya gak aplikasi user friendly banget bagus bukti hebat kembang ilmu teknologi alami tingkat syaloom,1.0,positive
2390,tombol tuju gak,5.0,negative
2391,top bangetpedulilindungi,5.0,positive
2392,trimakasih aplikasi peduli lindung d sangkut kesehatn manusia informasi kesehatn dri,5.0,positive
2393,trimakasih impormasinya,5.0,positive
2394,trimakasihsudah nyaman masyarakat indonesia,5.0,positive
2395,tulis tuju hp jadul gak lihat mohon,3.0,negative
2396,uda membantumelindungi warga utk selamat,4.0,positive
2397,uda vaksin pas isi biodata uda lengkal data muncul tulis internal server error edit x coba bsa masuk,3.0,negative
2398,uda download tp kuk gk login ya min gimana ya,3.0,negative
2399,udah selesai vaksi sertifikat nya gak muncul,2.0,negative
2400,udah x hapus download habis diupdate jelek nih aplikasi,1.0,negative
2401,udah lumayanmeski check in kali dulusemoga tingkat,4.0,positive
2402,udah bagus aplikasi bantu ubah nama orang sertifikat hurup kapital gimana ya tlong bantu terima kasih,3.0,positive
2403,udah ulang ulang isi cek sertifikat vaksin hasil nihil atur rumit gimana orang tua yg gak melek teknologi pergi jaraj,1.0,negative
2404,udah masuk nya susah masuk coba ubah tampil huruf nya langsung masuk aplikasi nya makasih banget saran nya,4.0,positive
2405,udah bolak download tetetp aja ga log in,1.0,negative
2406,udah download gak buka,1.0,negative
2407,udah download ga buka app nya,1.0,negative
2408,udah instal ga buka sih hpnya bagus gmna ya hp xiaomi redmi a,2.0,negative
2409,udah instal buka nya,1.0,negative
2410,udah didownload warga indo asing udah tuju syarat tetep gak akses muncul ajh,1.0,negative
2411,udah masuk nik nama sesuai ktpmalah bilang tidal validaplikasi sampahbuangbuang uang negaraharus audit nih,1.0,negative
2412,udah donwload kagak dipake udh bc syarat bijak tp ceklist mksdnya gmn,1.0,negative
2413,udah download pas buka milih warga indonesia centang tuju bijak abis ga gerak gatau maksud mending versi,1.0,negative
2414,udah habis vaksin pusing mual hadehhh sertivikat gak gilaa nih aplikasi,5.0,negative
2415,udah install udah tuju syarat bijak gabisa masuk ya berani ngeluarin regulasi sarana gajelas,1.0,negative
2416,udah klik tuju gak tombol muncul uninstall aplikasi baharu terima kasih,1.0,negative
2417,udah vaksin data vaksin salah tanggal email complaint blm,1.0,negative
2418,udah ringan simple tp blm paham kerja checkin checkout nya jam nya ga sesuai jg aplikasi ga bs nentuin checkin checkout mohon akurat tampil scan qr next bintang klo udah akurat,3.0,positive
2419,udah log in log out pas log in warga negaraterus tuju syrat privasi selanjutnyacuma mentok situ doang ga lagitolong info,2.0,negative
2420,udah masukin nik nama nik temu tp gk bs pencet tombol utk formulir soalny daftar tp daftar tiket peduli lindung aplikasi peduli lindung dr sy coba gk bs daftar,1.0,negative
2421,udah menthok mpe tuju doang habis zonk gak diapain trus mesti wajib diinstal sih,1.0,negative
2422,udah ngisi nomer gak aada kode verifikasi blok,1.0,negative
2423,udah download ga uninstal download susah banget,1.0,negative
2424,udah sertifikat kagak muncul payah urus negeri pinter  ga bener,1.0,negative
2425,udah vaksin minggu blm dapet sertifikat nya aneh banget,1.0,negative
2426,udah vaksin k tanggal september sertifikat d kasih licin,1.0,negative
2427,udah vaksin keduayg sertifikat doang,1.0,negative
2428,udah vaksin gak sertifikat nya gimana tolong,2.0,negative
2429,udah vaksin terang vaksin jengkel,1.0,negative
2430,udah vaksin sertifikat gk,1.0,negative
2431,udah vaksin status nya merah aneh,1.0,negative
2432,udh x download gagal daftar trus ga tulis tuju nya gimana ya sy butuh bwt sertifikat vaksin tolong admin bantu sy daftar gabisa tdr sih,1.0,negative
2433,udh update tetep nggk liat sertifikat gimana ya kak liat sertifikat notif aplikasi pedulilindungi henti mohon tindak kak mudah akses,3.0,negative
2434,udh download gak login mentok syarat doang udh tuju ajhgak,1.0,negative
2435,udh download tp sempet dhapus dlu krn memori hp penuheh pas download lg ko ga loginudh pilih wniudh ceklisin jg syarat tp gitu trus isi,1.0,negative
2436,udh downloadsuruh masuk kode verifikasitapi ga d kirim pesan whatsappg mna sulit,1.0,negative
2437,udh vaksin kali bom dapet sertifikat sertifikat aja udah lohh kalo gin pergi susah,1.0,negative
2438,ui nya bagus yg zona lokasi mudah mohon ui,1.0,negative
2439,ui intuitive mohon cari developer software orang yg vaksin akun sulit lihat sertifikat,1.0,negative
2440,ukuram font plg ttp gak muncul hp suport,1.0,negative
2441,ukur font hp ukur tulis tuju lihat,1.0,negative
2442,ukur huruf dihp udah dibukalogin ganti hp,1.0,negative
2443,unistal aja malas cari tanggal lahir banget,1.0,negative
2444,admin mohon apk alami kendala lihat bijak privasi syarat nya tdk terang mohon cepat lamar kerja terima kasih,1.0,negative
2445,developer bug masuk button masuk aplikasi scroll case tsb hp layar tolong responsive scroll test hp type layar beda,1.0,negative
2446,devlop tolong buka trus pilih wargakenegaran udah centang tuju gk menu hp,1.0,negative
2447,informasi vaksin bagus,5.0,positive
2448,istri yg vaksin muncul sertifikat nya,4.0,negative
2449,kalang masyarakat kebawahhp suport,1.0,negative
2450,selamat keluarga,5.0,positive
2451,menu sertifikat vaksin susahmemasukan tanggal lahir slide,3.0,negative
2452,ngisi tgl lahir aja susahit nya payah kasih bintang aja jelek banget,1.0,negative
2453,atur mohon efektif ketik langsung muncul gitu lahh,2.0,negative
2454,resolusi tampil tolong sesuai spek hp android kendala hp resolusi rendah masyarakat milik hp standar minimum resolusi,2.0,negative
2455,sertifikat vaksin muncul gak ya aplikasi,3.0,negative
2456,update nov maju ui ux yg bagus mudah login versi gagal login kali pke apk entengtidak makan ram data,5.0,positive
2457,update gak klaim kartu vaksin mudah nyaman,2.0,negative
2458,usul aja sihseharusnya ni apl suport android yg baruyg jadul kalang apl initrima kasih,1.0,negative
2459,update buruk,1.0,negative
2460,update regulasi jalan tanggal september tolong update regulasi jalan buka aplikasi bijak regulasi september,1.0,negative
2461,update tan weird tuju tanda verifikasi ga pencet tanda checklist alias ga geser,1.0,negative
2462,update dansering eror barcode,3.0,negative
2463,update memori penuh,2.0,negative
2464,updet gak masukkk bagiann aman privasi scrol login nihh sulit berkatifitas,1.0,negative
2465,urus lancarmantul banget,4.0,positive
2466,ux designnya parah sih mudah user sulit user bingung,1.0,negative
2467,ux nya bingung susah pake org awam,1.0,negative
2468,vaksin wajib warga negara indonesia aplikasi peduli lindung khusus hp android warga negara indonesia beli hp androit,1.0,negative
2469,vaksin muncul,5.0,negative
2470,vaksin mudah beraktifitas,5.0,positive
2471,vaksin nya yg lebihsamapi skrg sertifikat nya gak kunjung keluarudh cek ulang kali web pedulilindungi app pedulilindungibotwhatsapp kemenkes ajabelum daftar katanyapadahal data yg masuk udh sesuaibenardimanakah letak salah nyaeror nya berpikirini main tugas pelaksanaber alas blablabla ujung nya mintak duit jugak nymohonla tindak lanjutiprovinsi aceh kabupaten gayo lues camat blangkejerendesa kota lintang,1.0,negative
2472,vaksin udah lengkap tp status kuning teruspadahal seritifikat udah adaudah kali tlp call center gak ubah jgkalo aplikasi nya blm yaaa d wajib in gt,1.0,negative
2473,vaksin disabilitas,5.0,positive
2474,vaksinasi sehat selamat,5.0,positive
2475,verifikasi smstapi ga nongol kode otp nyadari yg,1.0,negative
2476,verifikasi no hp ga ,1.0,negative
2477,verifikasi vaksin error data peduli lindung aja gak kalo verifikasi vaksin error mending dibenerin dah data base nya biar lancar verifikasi nya,1.0,negative
2478,versi menghilan data test covid test covid pcr test tgl oktober hilang yg versi data rapi,1.0,negative
2479,versi mantap,5.0,positive
2480,very bad aplikasi udh d centang tp gk ad tulisn masuk lg apaaan sih lg pntng gni gk gunaa gk niat ngsi bintang mskipun,1.0,negative
2481,dah paksin kali ko sertipikat paksin kaliharuskah kali paksin,1.0,negative
2482,waduhhh gimana neh downloud gak bs masuk min tolong neh apl nya apain jg gak bs gak nampak tuju nya kamprettt,1.0,negative
2483,daftar vaksin pake nomer yg hilang trus coba cek in pake nomer tulis gk sertifikat gimana min hape yg hilang butuh kode otp,1.0,negative
2484,aplikasi peduli lindung hapus download ga log in stuck syarat mohon bantu,2.0,negative
2485,ngisi lahir g mwtrs uninstal karna trstrs download pas mw masuk akun g mlahan lagiini gimana si wehgimanabntr lgi gw mw sklh loh wehtolong peduli lindung,1.0,negative
2486,install ulang aplikasi tdk bs masuk aplikasi bs akses,1.0,negative
2487,waw lihat riwayat vaksin,5.0,positive
2488,wkwkwkwk ga fungsi apk blm masak gmn maju wkwkwkw ceklis stuju ga tombol ok nya gmn nerusin login wkwkwkw,1.0,negative
2489,woi admin becus gak aplikasi gak becus gak aplikasi nya susah iya vaksin buka link buka dr aplikasi gak ny not found not found pala kau gak susah rakyat km atur perintah tp hasil ny cek aj gx bisaa jwab hnya kosong solusi,1.0,negative
2490,ya gin kalo kerja aplikasi magang bug buka d biarin aja,1.0,negative
2491,ya bagus,5.0,positive
2492,ya moga aja indonesia bebas virus korona covit,5.0,positive
2493,ya mudah aman,3.0,positive
2494,yaah suruh vaksin dwnld apk biar lakudapet duit dah rusak rusaaak mafia,2.0,negative
2495,yaelah update nambah bagus nambah burukmau ngecek sertifikat aja susah captcha segaladisaat captcha nya bener bilang captcha salah benerin sistem,1.0,negative
2496,gk donlod rugi,5.0,positive
2497,yeh udh pakai hp yg layar nya coba unduh google terima kasih responnya team developer pedulindungi moga rating nya,5.0,positive
