content,sentiment
Sayah sudah di vaksin ko sertifikat vaksin sayah tidak keluar,negative
Gimana ini boy kok nggak bisa login ke aplikasi,negative
"Kenapa aplikasi ini susah di akses, padahal hp saya Nokia 3 dengan OS Android 9",negative
Saya udah vaksin dua kali tp tidak ada sertifikatnya,negative
"New 2/11/2021 To Admin PeduliLindungi atau Tem Pengembang Apk PeduliLindungi. Slmt mlm admin,  Handphone saya sudah mentok di Android v5.5 , dan tdk ada pack upgrade nya lagi, mohon solusinya  utk penggunan Apk Peduli Lindungi dgn versi android 5.5. , sebab tdk semua org bisa blh handphone bru dgn versi adroid10 ke atas.  Demikian keluhan ini di sampaikan, kiranya versi pertama pedulilindungi bisa di akses kembali oleh androin v 5.5",negative
"Ini gimana sih, saya udah bisa login di aplikasi tapi sertifikat vaksin tidak bisa dibuka malah disuruh cek status sudah divaksin atau belum",negative
"saya mau tanya knp ya sertifikat vaksin kedua saya gak ada padahal tgl 14 bulan 10 kemaren saya sdh vaksin kedua trs saya cb donloud di l8ndungi veduli untuk saya cek sertivikat kosong yg ada sertivikat cmn vaksin pertama,gimana ni",negative
"Pengisian data tanggal lahir dengan memakai sistem kalender,menyusahkan kami-kami yang lahir tahun lama. Merepotkan untuk scrolnya",negative
"Apk nya kok jadi nggak responsif ya pas bagian awal masuknya Padahal dulu udah responsif, sekarang jadi nggak responsif. Gak suka apk ini jadinya",negative
"Saya sudah vaksin dosis 1, sertifikat sdh muncul tapi status masih merah di apk pedulilindungi , sdh telpon 119 n email juga katanya sdh kuning , tapi di hp saya masih tetap merah . Dan disuruh logout masih tetap sama . Heran saya",negative
Saya tdk bisa akses ke akun melalui versi android lolipop... mohon bantuannya,negative
Punya saya kok gak ada sertifikat vaksin nya padahal ada sudah vaksin ke 2 dan masih tidak ada yang ada cuma STATUS vaksin nya aja SERTIFIKAT nya gak ada,negative
"Saya ga bisa masuk, tombol masuknya di bawah, ga bisa discroll, jadi ga nongol.",negative
Kok halamannya cuma sampe syarat pengguna dan kebijakan privasi? Udah cetrang trus ga bisa lanjut?!,negative
Kenapa tidak ada pilihan log in/ daftar di aplikasi peduliLindungi saya? Lalu bagaimana saya bisa log in?,negative
Tolong untuk bug lokasi segera di perbaiki. Jaringan bagus tetapi lokasi tidak pernah sesuai dengan lokasi GPS,negative
"Sudah unduh tp ga ada tulisan setuju, gmna bisa akses ya ? Apa hp ga suport?",negative
"Tolong di perbaiki pak aplikasinya karena saya menggunakan hp yang cukup lama tidak bisa mengakses masuk karena saya tidak bisa mengklik ""saya setuju"" pada awal login mungkin ukuran layar di hp saya tergolong kecil,terima kasih",negative
"Pedulilindungi,,,,kok sy tdk bisa lht hasil vaksin pertama dan tdk bs d buka aplikasinya jg,,,",negative
"Aplikasi Masih Perlu Penyempurnaan,, Masih Terdapat Kendala Dalam Menampilkan Sertifikat Vaksin dan Utk Login Kembali Data Profil Hilang seperti Nama, Tgl Lahir, No HP.. Mohon Di disempurnakan, Terimakasih 🙏 Salam Sehat",negative
Karena tidak berhasil masuk,negative
Kok buat lihat sertifikat vaksin gk bisa y??,negative
Saya udah download aplikasi dan udah vaksin dosis 1dan 2 kenapa kalau cek sertifikat nggak ada?,negative
Sudah dowload dan centang kotak persetujuan tapi kok gak ada notif selanjutnya ya?,negative
Kak kenapa ya apk peduli lindunginya di ponselku tidak bisa dibuka,negative
Belum bisa dibuka hanya sampai privasi terus contreng setuju. Aplikasinya diam,negative
"Kenapa di hp oppo a59 tidak bisa didaftarkan, cuman ngestcak disetujui persyaratan",negative
Kenapa di hp saya tidak bisa log in ya?? Hp samsung j5 ..dan tidak bisa buka menu untuk scan bercode...tolong beri penjelasan,negative
Apk nya harus di tingkatkan lagi.. sy Bru download kok udh zonk ga bisa di buka-_-,negative
Saya susah mencari hasil sertivikat Vaksinasi yg pertama maupun yg ke dua. Padahal sdh terdaftar di peduli lindungi. Tolong bantu saya utk bisa mendownload hasil Vaksinasi yg pertama maupun yg ke dua. Saya sdh berulang kali masukin NIK sesuai KTP dan data yg akurat namun berulang kali gagal terus.,negative
"sudah vaksin 2x, tapi di aplikasi tidak muncul sama sekali semua sertifikat vaksin nya",negative
Gk bisa masuk sih Di aplikasi pedulilindungi apk nya Ane.😥😠,negative
Susah buka pedulilindungi,negative
Mungkin saya yg gaptek jadinya saya ga bisa. Jadi kalo anda minya penilaian saya ya saya kasih bintang 3 aja soalnya ini hanya bisa buat orang pintar aja. Sedangkan orang seperti saya yg gaptek ini ga bisa pakenya. Sebenarnya saya mau kasih bintang 1 tapi kasihan sama yang buat aplikasi ini. Bintang 3 adalah penghargaan buat yang membuat aplikasi,negative
Suka gagal check in kenapa ya ?,negative
"Jaman udah digital, input tgl lahir saja harus lewat perbulan. Lah iya scroll nya itu mesti month to month baru kegesernya tahunnya. Bayangin klu lahir tahun 80an berapa lama mesti scroll month to month",negative
"Saya sudah install apk ini, terus begitu mau masuk diminta untuk memilih WNI ATAU WNA , sya pilih WNI , dan diminta untuk menyetujui persyaratan,sudah saya klik oke. Tpi tidak muncul halaman baru .",negative
Belum bagus tdk bisa menampilkan foto,negative
"Belum siap di gunakan, tp sudah sebagai syarat wajib. ya sudahlah",negative
"update terus , dansering sekali eror untuk barcode",negative
sertifikat saya sudah keluar 1 dan 2 kenapa status vaksinasi saya masih merah bagaimana cara mengatasi nya?,negative
"tiap scan barcode buat masuk ke tempat umum selalu gagal gak tau kenapa,harus berkali kali dulu baru bisa masuk kadang",negative
Banyak ulasan tdk jelas..sampai saat ini saya mendapatkan sartifikatnya,negative
Cek sertifikat sempat mengalami kesulitan,negative
Kok gk bisa login ea,negative
"Ini gmna sih, sya udh instal, udah klik syarat ketentuannya. Kok masih gk bisa masuk sihh",negative
"Sya sd mngi kuti pksin prtama ,tpi k.np srtpkat vaksin sya blum bsa sya lhat .",negative
Saya udah vaksin 2 × tapi sertifikat vasin ya hilang terus gimana ya,negative
Pengen gabung tapi mentok apl nya,negative
"Kenapa ya, saya sudah vaksin dua kali tetapi data yang masuk hanya satu kali..., itupun vaksin yang kedua dan sertifikatnya vaksin pertama, padahal tanggal itu saya vaksin kedua..., yang vaksin pertama tidak masuk...",negative
Perbaruan terus .,negative
"saya sudah di vaksin dari bulan september kok belum ada sertifikat nya padahal dah lama, tolong di perbaiki",negative
Bagaimana cara lihat jadwal vaksin kedua? Kenapa tidak bisa??,negative
"Tolong di perbaiki lagi aplikasinya,masa 1 akun bisa di pakai di beberapa hp tanpa logout dulu,jadi banyak yg belum vaksin tetep bisa pakai akun milik orang lain 😂😂",negative
Untuk sertifikat vaksin ke 3 bakal muncul gak ya di aplikasi.,negative
"Mohon maaf saya hanphone samsung j3 prime , saya suda coba kecilkan tulisan, memori handphone masih banyak yg kosong, cache aman tapi kenapa tidak bisa masuk hanya sampai centang setuju kebijakan dan privasi . Mohon petunjuk dari admin.",negative
saya sudah vaksin tahap pertama dan kedua. tapi saya akses berkali kali untuk lihat sertifikat hasil vaksin yg pertama aja gk bisa. trus gimana caranya agar bisa lihat setifikat hasil yg pertama.,negative
Aplikasi mau dipakai langsung looping lagi ...gak bisa dibuka,negative
Kenapa ya ko punya saya klo stiap mau di buka. Pemberitahuan bahwa aplikasi pedulilindungibtelah terhenti. Jadi gak. Bisa kemna2 pusing🙏,negative
Aplikasi gak bisa dibuka... Kecuali Harus mengecilkan ukuran hurufnya. Mohon dipermudah 🙏💪💪,negative
Tdk bisa di buka,negative
"Kok saya stuck ya di syarat pengunaan & kebijakan privasi,ngak bisa digeser ke bawah,itu kenapa ya?, Apa layar hp saya yang kekecilan?",negative
kenapa saya ga bisa login ya,negative
Ini kenapa sih ka ko Sertifikatnya nggak muncul? Malah suruh isi ulang NIK lagi padahalkan emang NIK nya itu. Tolong perbaiki lagi,negative
"Aplikasi gak jelas kenapa gak ditingkatkan mutu gak update ,sdh vaksin kedua dr september sampai skrg tdk ada sertifikat ,parah",negative
Aplikasi nya masih sering error,negative
"Perlu di perbaiki lgi, karena kalau sudah log out aplikasi, untuk msuk lgi agak ribet dan njelimet, yg menyebabkan sertifikat vaksin tidak bisa d lihat",negative
Gk bisa di buka,negative
Scroll maju mundur untuk isi tanggal lahir nya di cepetin dong....atau GO TO gituh... atau mending di tulis manual aja cepet. Masa mau ke taun 70 an harus mencet puluhan kali !!,negative
mau mengubah nomor telepon gimana caranya . email belum ada balasan soalnya nomornya udah keblokir dan dipakai orang lain,negative
Aplikasi perlu ditingkatkan lagi. Agar saya dapat info terbaru mengenai suntik vaksin ke tahap 2 atau 3 dls.,negative
"Mohon maaf sebelumnya. Aplikasi ini bagus. Tapi mohon diperbaiki untuk format penanggalannya. Masa iya, untuk mengetik tanggal lahir kita harus klik perbulan sampai ditahun kelahiran. Misal kelahiran tgl 10 Februari 1965, kita harus klik perbulan sampai ditahun 1965 pdahal diformat penanggalan tahun diatur ditahun sekarang. Tolong diperbaiki, menurut saya cara seperti itu kurang effisien. Sementara saya beri bintang 3 dulu, untuk sisanya jika penanggalan sda diupdate. Terima kasih,... 🙏🙏",negative
Ku kasih bintang 3 dulu,negative
"Kenapa saya ko gak bisa scan ya?,",negative
"Kenapa saat memeriksa sertifikat vaksin tidak muncul, padahal ada keterangan sudah vaksin dua kali , tpi saat dilihat sertifikatnya tidak muncul, nyuruk periksa, sudah diklik periksa tpi ttap ga berubah....",negative
"udh di update tetep nggk bisa liat sertifikatnya, gimana ya kak? setiap mau liat sertifikat selalu ada notif aplikasi pedulilindungi berhenti. mohon ditindak lanjuti kak supaya kita semua mudah mengaksesnya:)",negative
"Uda divaksin pas mau isi biodata uda lengkal datanya muncul tulisan ""internal server error"". Edit: setelah 30x percobaan akhirnya bsa juga masuk.",negative
"Aplikasi setelah update yg 4,05 tidak secepat versi sebelumnya .",negative
Cek..sertifikat vaksin ko susah..,negative
Pengaturan tanggal tidak efektif,negative
saya ga bisa buka sertifikat saya .. padahal sudah 2 kali vaksin,negative
Saya sudah di vaksinasi ke 2 seterpikat vaksin ke 2 saya belom ada ini gema sih..,negative
aku udah vaksin ke dua tapi di cek sertifikatnya belum muncul ...harus nunggu berapa lama sertifikatnya muncul?,negative
Kecewa karena sertifikat vaksin kedua tidak muncul juga udah 3 hari .,negative
"Pengisian tgl lahir tidak praktis, harus tap berkali kali untuk bisa ke tahun kelahiran. Tolong diperbaiki.",negative
Sudah vaksin di polsek tapi di status belom vaksin dan tidak.ada sertivikasi gimana ini?,negative
"Bagus sih cuman kayak rada rada error yah aplikasi nya masak sertifikat sudah terdaftar (ada) bikinnya gak nyampek satu bulan,pas mau di buka masak harus massukkan data lagi,piye toh iki luurrrr....lurr",negative
"Sesi anda telah habis! Sesi anda telah habis! Sesi anda telah habis! Kalimat ini terus berulang dan memaksa login berkali2. Tidak bisa memberikan info apapun selain ""sesi anda telah habis""",negative
Saya sudah vaksin Di status vaksin sudah ke 2 Tapi kenapa? Saya cek untuk mendapatkan sertifikat vaksin gk muncul,negative
Sampe saat ini udah lama lom juga muncul sertipikat vaksin gi mana cara nya biar bisa muncul,negative
Mau login aja susah bet dah . Padahal jaringan internet gak ada masalah,negative
"Mohon untuk jenis vaksin johnson & johnson untuk segera ditambahkan, karena belum ada di aplikasi.",negative
Kenapa sertifikat vaksin tidak bisa muncul. Padahal sudah lama vaksin,negative
"Mohon bantuannya,waktu itu saya login tetapi sekarang susah masuknya,karna belum muncul kode OTP nya,mohon bantuan nya",negative
"Semenjak di update, aplikasi pedulilindungi di hp saya gk bisa scan QR. Merk hp saya Oppo Neo7",negative
Pengisian tanggal lahir bisa scroll per tahun. Agar mempercepat pengisian nya.,negative
"Ini kenapa ya waktu mau ambil sertifikat nya malah apk nya terhenti trs pdhl sebelumnya oke"" aja...mohon bantuannya",negative
"Halo, saya ada kendala. Kendala saya disaat saya mau cek apakah saya sudah vaksin atau belum di Daftar Vaksin dan setelah saya klik periksa sudah diberitahi kalau saya sudah vaksin. Namun ketika saya mau lihat bukti sertifikat vaksin saya, tidak bisa dibuka dan tiba2 keluar dari apk dan ada notif kalau ada masalah dengan apk nya. Tolong segera diperbaiki, karena saya sedang ingin pergi ke mall karena ada barang yang saya ingin beli disana",negative
"Saya menunggu lebih dari 1 bulan sertifikat ke 2 pun belom muncul juga, jadi mau keluar kemana"" sedikit ragu krna diaplikasi ini tercantum hanya vaksin pertama saja, padahal ke 2 nya sudah",negative
"Uda download tp kuk gk bisa buat log-in ya min,, ini gimana caranya ya",negative
"saya sudah vaksin ke dua tapi sertifikat vaksin saya tidak ada, udah saya cek berkali kali tapi tetap tidak ada",negative
App tidak bisa dibuka,negative
Kurang jelas penggunaanya,negative
"Sudah vaksin kedua tapi masih gabisa liat sertifikat vaksin nya, yang pertama tidak keluar, yang kedua juga. Mohon solusinya",negative
"Aplikasi ini kok gak bisa menerima data nama dan nik saya, selalu minta kesesuaian, padahal nama dan nik sudah benar Ampun dah",negative
Kok sertifikat sanya ngk muncul ya..,negative
Sayang aplikasi nya cm bs di pake 1 akun per HP.. jd agak susah lau mau upload sertifikat dgn no KTP yg berbeda( misalnya ortu kita gak punya hp ) krn biasanya ada bbrp ortu yg tdk bs menggunakan aplikasi HP ..,negative
kenapa kalau buat e-hac nggak bisa bahasa Indonesia... tolong di perbaiki...,negative
tidak bisa lihat sertifikat..,negative
"Untuk menu tambah sertifikat vaksin susah,memasukan tanggal lahir harus di slide jadinya lama",negative
"Hahaha lucu jg ya baru beberapa detik beres sign in malah gx bisa d buka dan berkata ""sayangnya pedulilindungi tidak bisa di buka"" gg app",negative
Kenapa saya vaksin kedua blm muncul padahal udh di vaksin kedua,negative
Sertifikat vaksin yg ke2 selalu tidak tersedia...padahal sudah lama vaksin🙏.,negative
Ada bug saat saya akses Daftar Vaksin -> Input Data -> show notif saya sudah vaksin ke-2 -> Sertifikat Vaksin (BUG auto FC),negative
Susah banyak bug nya,negative
"Sertifikat vaksin saya kok gak keluar2,, Padahal data saya udah lengkap semua?? Mohon bantuannya Min",negative
ko saya ga bisa buka sertifikat vaksin,negative
Saya mau cek sertifikat vaksin tapi malh keluar sndri?? Bisa kasih solusi kah,negative
Sertifikat vaksinnya kenapa tidak bisa dibuka ya,negative
"Ini knp di akun pedulilindungi saya bisa ada nama org lain ya, bahkan sy ngga kenal org itu siapa, sy hrs adukan laporan kemana?",negative
Kartu vaksin susah didownload.,negative
Beberapa kali chek in gagal total..ga pernah bisa.. Tolong di perbaiki dan jgn asal2an aja.. Trims...,negative
Saya udah vaksin k2 ko sertifikat nya blum muncul,negative
"Gimana sih caranya,, padahal udah dikasih foto,,tp gk bisa,,,hrs gimana,, jgn buat 😕 bingung",negative
Terkadang susah di buka saat di perlukan.,negative
Sulitnya membuat akun,negative
susah untuk mengecek...,negative
"3dulu, soalny saya msh kesulitan utk melihat menu2ny, tdk bs dibuka menu2nya",negative
Blm maksimal karena sp sekarang sertifikat vaksin sy blm ada padahal vaksin kedua ssh lama.,negative
Belum bisa di bilang bagus apk nya...sertifikat aja ga langsung muncul...,negative
sertifikat vajsin ke dua saya blm muncul juga padahal saya sudah selesai vaksin,negative
"Suka chek out sendiri terus,,eror",negative
Knapa sya susah masukin tgl lahir,negative
Cara masuk nya gimana sih kok nggk bisa bisa,negative
Sertfikat vaksin gak bisa keluar,negative
Belum menemukan hasil sertifikat vaksin,negative
Blm bisa ke buka,negative
Sertivikat vaksin tidak bisa di buka,negative
Ko ngga bsa buka aplikasi nya,negative
Saya sudah di vaksin kedua tapi sertifikat kedua tidak muncul terimakasih,negative
Gagal terus login nya Sudah un instal terus instal lagi tetep sama,negative
"Masih ada sedikit masalah untuk aplikasi nya, smoga cepet di perbaiki lagi agar fungsi menjadi lebih baik",negative
